distributorCode,beatCode,retailerCode,sequenceNumber
120410,N2P21635,HD102388,15
120410,N2P21635,HD102969,16
120410,N2P21636,HD102086,1
120410,N2P21636,HD102525,2
120410,N2P21636,HD101538,3
120410,N2P21636,HD101539,4
120410,N2P21636,HD101540,5
120410,N2P21636,HD101541,6
120410,N2P21636,HD101542,7
120410,N2P21636,HD101543,8
120410,N2P21636,HD102040,9
120410,N2P21636,HD102392,10
120410,N2P21636,HD102482,11
120410,N2P21636,HD102528,12
120410,N2P21636,HD102530,13
120410,N2P21636,HD102531,14
120410,N2P21636,HD102533,15
120410,N2P21636,HD102534,16
120410,N2P21636,HD103167,17
120410,N2P21636,HD102084,18
120410,N2P21636,HD102085,19
120410,N2P21636,HD101250,20
120410,N2P21636,HD101255,21
120410,N2P21636,HD101256,22
120410,N2P21636,HD101257,23
120410,N2P21636,HD101259,24
120410,N2P21636,HD101505,25
120410,N2P21636,HD101506,26
120410,N2P21636,HD101507,27
120410,N2P21636,HD101508,28
120410,N2P21636,HD101509,29
120410,N2P21636,HD101510,30
120410,N2P21636,HD101511,31
120410,N2P21636,HD101512,32
120410,N2P21636,HD102043,33
120410,N2P21636,HD102175,34
120410,N2P21636,HD102179,35
120410,N2P21636,HD102597,36
120410,N2P21636,HD102927,37
120410,N2P21636,HD102933,38
120410,N2P21636,HD103129,39
120410,N2P21636,HD103130,40
120410,N2P21636,HD103131,41
